"Date","Open","High","Low","Close","Volume","ticker","name"
"1977-01-03 00:00:00-05:00","6.644613348324834","6.687344074249268","6.644613348324834","6.687344074249268","47952","C","Citigroup Inc. (C) Historical Data"
"1977-01-04 00:00:00-05:00","6.687342843200768","6.708707809448242","6.6659770913899505","6.708707809448242","34217","C","Citigroup Inc. (C) Historical Data"
"1977-01-05 00:00:00-05:00","6.708706758882645","6.708706758882645","6.644611084614091","6.665976047515869","15422","C","Citigroup Inc. (C) Historical Data"
"1977-01-06 00:00:00-05:00","6.644613857662498","6.644613857662498","6.559152399262651","6.623248100280762","39036","C","Citigroup Inc. (C) Historical Data"
"1977-01-07 00:00:00-05:00","6.623244183384776","6.6446099281311035","6.559148520271963","6.6446099281311035","20482","C","Citigroup Inc. (C) Historical Data"
"1977-01-10 00:00:00-05:00","6.644612125142477","6.73007356125906","6.644612125142477","6.708707809448242","42892","C","Citigroup Inc. (C) Historical Data"
"1977-01-11 00:00:00-05:00","6.708705323915115","6.75143602614195","6.708705323915115","6.730071067810059","22169","C","Citigroup Inc. (C) Historical Data"
"1977-01-12 00:00:00-05:00","6.730071067810059","6.730071067810059","6.6446096633563885","6.730071067810059","34940","C","Citigroup Inc. (C) Historical Data"
"1977-01-13 00:00:00-05:00","6.730075270580616","6.815535942839373","6.730075270580616","6.772805213928223","34458","C","Citigroup Inc. (C) Historical Data"
"1977-01-14 00:00:00-05:00","6.772805574936791","6.815536306125602","6.751440602124177","6.794171333312988","20723","C","Citigroup Inc. (C) Historical Data"
"1977-01-17 00:00:00-05:00","6.708705591243916","6.708705591243916","6.601879224201533","6.6446099281311035","33735","C","Citigroup Inc. (C) Historical Data"
"1977-01-18 00:00:00-05:00","6.644611084614091","6.665976047515869","6.601880373247315","6.665976047515869","34217","C","Citigroup Inc. (C) Historical Data"
"1977-01-19 00:00:00-05:00","6.6659783185053065","6.687344074249268","6.623247592580873","6.687344074249268","19759","C","Citigroup Inc. (C) Historical Data"
"1977-01-20 00:00:00-05:00","6.687340632060673","6.730071335990243","6.559148520271963","6.6446099281311035","79518","C","Citigroup Inc. (C) Historical Data"
"1977-01-21 00:00:00-05:00","6.6446099281311035","6.665974887314347","6.580513872236748","6.6446099281311035","19277","C","Citigroup Inc. (C) Historical Data"
"1977-01-24 00:00:00-05:00","6.644611084614091","6.665976047515869","6.601880373247315","6.665976047515869","24096","C","Citigroup Inc. (C) Historical Data"
"1977-01-25 00:00:00-05:00","6.6659770913899505","6.73007356125906","6.6659770913899505","6.708707809448242","25060","C","Citigroup Inc. (C) Historical Data"
"1977-01-26 00:00:00-05:00","6.687340632060673","6.687340632060673","6.623244183384776","6.6446099281311035","22892","C","Citigroup Inc. (C) Historical Data"
"1977-01-27 00:00:00-05:00","6.644611084614091","6.665976047515869","6.580515017563927","6.665976047515869","26506","C","Citigroup Inc. (C) Historical Data"
"1977-01-28 00:00:00-05:00","6.644611084614091","6.665976047515869","6.580515017563927","6.665976047515869","26506","C","Citigroup Inc. (C) Historical Data"
"1977-01-31 00:00:00-05:00","6.644612702668288","6.644612702668288","6.58051662000985","6.601881980895996","18072","C","Citigroup Inc. (C) Historical Data"
"1977-02-01 00:00:00-05:00","6.601879224201533","6.6446099281311035","6.601879224201533","6.6446099281311035","20241","C","Citigroup Inc. (C) Historical Data"
"1977-02-02 00:00:00-05:00","6.644612702668288","6.665977670772729","6.601881980895996","6.601881980895996","72048","C","Citigroup Inc. (C) Historical Data"
"1977-02-03 00:00:00-05:00","6.601881980895996","6.665977670772729","6.5377858982375585","6.601881980895996","186988","C","Citigroup Inc. (C) Historical Data"
"1977-02-04 00:00:00-05:00","6.601883128462574","6.665978829480686","6.580517763862613","6.623248100280762","35663","C","Citigroup Inc. (C) Historical Data"
"1977-02-07 00:00:00-05:00","6.623244183384776","6.665974887314347","6.601879224201533","6.6446099281311035","20723","C","Citigroup Inc. (C) Historical Data"
"1977-02-08 00:00:00-05:00","6.644611084614091","6.687341795980867","6.623245336149093","6.665976047515869","23614","C","Citigroup Inc. (C) Historical Data"
"1977-02-09 00:00:00-05:00","6.665978829480686","6.665978829480686","6.601883128462574","6.623248100280762","17349","C","Citigroup Inc. (C) Historical Data"
"1977-02-10 00:00:00-05:00","6.62324637333166","6.708707809448242","6.62324637333166","6.708707809448242","16386","C","Citigroup Inc. (C) Historical Data"
"1977-02-11 00:00:00-05:00","6.70870904442974","6.70870904442974","6.644613348324834","6.687344074249268","24819","C","Citigroup Inc. (C) Historical Data"
"1977-02-14 00:00:00-05:00","6.687341795980867","6.687341795980867","6.644611084614091","6.665976047515869","17349","C","Citigroup Inc. (C) Historical Data"
"1977-02-15 00:00:00-05:00","6.665976047515869","6.665976047515869","6.623245336149093","6.665976047515869","16867","C","Citigroup Inc. (C) Historical Data"
"1977-02-16 00:00:00-05:00","6.665976047515869","6.687341795980867","6.623245336149093","6.665976047515869","25301","C","Citigroup Inc. (C) Historical Data"
"1977-02-17 00:00:00-05:00","6.665974887314347","6.687340632060673","6.6446099281311035","6.6446099281311035","22410","C","Citigroup Inc. (C) Historical Data"
"1977-02-18 00:00:00-05:00","6.644612125142477","6.708707809448242","6.62324637333166","6.708707809448242","26265","C","Citigroup Inc. (C) Historical Data"
"1977-02-22 00:00:00-05:00","6.708707809448242","6.708707809448242","6.6659770913899505","6.708707809448242","17590","C","Citigroup Inc. (C) Historical Data"
"1977-02-23 00:00:00-05:00","6.708705323915115","6.730071067810059","6.687340365583224","6.730071067810059","44337","C","Citigroup Inc. (C) Historical Data"
"1977-02-24 00:00:00-05:00","6.730071067810059","6.730071067810059","6.687340365583224","6.730071067810059","80723","C","Citigroup Inc. (C) Historical Data"
"1977-02-25 00:00:00-05:00","6.708706758882645","6.708706758882645","6.665976047515869","6.665976047515869","18072","C","Citigroup Inc. (C) Historical Data"
"1977-02-28 00:00:00-05:00","6.665974887314347","6.708705591243916","6.580513872236748","6.6446099281311035","35181","C","Citigroup Inc. (C) Historical Data"
"1977-03-01 00:00:00-05:00","6.644611084614091","6.708706758882645","6.601880373247315","6.665976047515869","47229","C","Citigroup Inc. (C) Historical Data"
"1977-03-02 00:00:00-05:00","6.66597462168828","6.730071067810059","6.66597462168828","6.730071067810059","36386","C","Citigroup Inc. (C) Historical Data"
"1977-03-03 00:00:00-05:00","6.730071067810059","6.730071067810059","6.687340365583224","6.730071067810059","68434","C","Citigroup Inc. (C) Historical Data"
"1977-03-04 00:00:00-05:00","6.730075270580616","6.772805213928223","6.708709513343269","6.772805213928223","43614","C","Citigroup Inc. (C) Historical Data"
"1977-03-07 00:00:00-05:00","6.772805213928223","6.79417097116557","6.730075270580616","6.772805213928223","21205","C","Citigroup Inc. (C) Historical Data"
"1977-03-08 00:00:00-05:00","6.772800984473841","6.815531686700677","6.730071067810059","6.730071067810059","43614","C","Citigroup Inc. (C) Historical Data"
"1977-03-09 00:00:00-05:00","6.73007356125906","6.73007356125906","6.687342843200768","6.708707809448242","21687","C","Citigroup Inc. (C) Historical Data"
"1977-03-10 00:00:00-05:00","6.70870904442974","6.730074800173701","6.644613348324834","6.687344074249268","25542","C","Citigroup Inc. (C) Historical Data"
"1977-03-11 00:00:00-05:00","6.687342843200768","6.73007356125906","6.687342843200768","6.708707809448242","24819","C","Citigroup Inc. (C) Historical Data"
"1977-03-14 00:00:00-05:00","6.708704582342758","6.751435279846191","6.687339626372523","6.751435279846191","28916","C","Citigroup Inc. (C) Historical Data"
"1977-03-15 00:00:00-05:00","6.772805574936791","6.836902064501801","6.772805574936791","6.794171333312988","103614","C","Citigroup Inc. (C) Historical Data"
"1977-03-16 00:00:00-05:00","6.794168092902113","6.879629514519762","6.794168092902113","6.8368988037109375","86024","C","Citigroup Inc. (C) Historical Data"
"1977-03-17 00:00:00-05:00","6.8369022580043435","6.858267231421642","6.772805766625232","6.8155364990234375","40964","C","Citigroup Inc. (C) Historical Data"
"1977-03-18 00:00:00-05:00","6.815536306125602","6.836902064501801","6.794171333312988","6.794171333312988","22651","C","Citigroup Inc. (C) Historical Data"
"1977-03-21 00:00:00-05:00","6.794171525606138","6.858267231421642","6.794171525606138","6.8155364990234375","31807","C","Citigroup Inc. (C) Historical Data"
"1977-03-22 00:00:00-05:00","6.815535942839373","6.815535942839373","6.75144024225442","6.772805213928223","33253","C","Citigroup Inc. (C) Historical Data"
"1977-03-23 00:00:00-05:00","6.772805574936791","6.815536306125602","6.772805574936791","6.794171333312988","29398","C","Citigroup Inc. (C) Historical Data"
"1977-03-24 00:00:00-05:00","6.794171333312988","6.794171333312988","6.772805574936791","6.794171333312988","31084","C","Citigroup Inc. (C) Historical Data"
"1977-03-25 00:00:00-05:00","6.794166728368785","6.794166728368785","6.687340365583224","6.730071067810059","20482","C","Citigroup Inc. (C) Historical Data"
"1977-03-28 00:00:00-05:00","6.708707809448242","6.708707809448242","6.644612125142477","6.708707809448242","33735","C","Citigroup Inc. (C) Historical Data"
"1977-03-29 00:00:00-05:00","6.708705323915115","6.730071067810059","6.687340365583224","6.730071067810059","13735","C","Citigroup Inc. (C) Historical Data"
"1977-03-30 00:00:00-05:00","6.73007356125906","6.73007356125906","6.708707809448242","6.708707809448242","15904","C","Citigroup Inc. (C) Historical Data"
"1977-03-31 00:00:00-05:00","6.708707809448242","6.751438527506534","6.708707809448242","6.708707809448242","44096","C","Citigroup Inc. (C) Historical Data"
"1977-04-01 00:00:00-05:00","6.708704582342758","6.772800235816426","6.708704582342758","6.751435279846191","31566","C","Citigroup Inc. (C) Historical Data"
"1977-04-04 00:00:00-05:00","6.75143602614195","6.772800984473841","6.708705323915115","6.730071067810059","17831","C","Citigroup Inc. (C) Historical Data"
"1977-04-05 00:00:00-05:00","6.730071067810059","6.75143602614195","6.6446096633563885","6.730071067810059","37590","C","Citigroup Inc. (C) Historical Data"
"1977-04-06 00:00:00-05:00","6.730070323875958","6.794165977349626","6.730070323875958","6.751435279846191","21446","C","Citigroup Inc. (C) Historical Data"
"1977-04-07 00:00:00-05:00","6.772805766625232","6.8155364990234375","6.772805766625232","6.8155364990234375","24337","C","Citigroup Inc. (C) Historical Data"
"1977-04-11 00:00:00-05:00","6.815536306125602","6.858267037314414","6.772805574936791","6.794171333312988","42410","C","Citigroup Inc. (C) Historical Data"
"1977-04-12 00:00:00-05:00","6.794167816184517","6.922359943389893","6.794167816184517","6.922359943389893","24578","C","Citigroup Inc. (C) Historical Data"
"1977-04-13 00:00:00-05:00","6.922362244450297","6.965092182159424","6.836900797905166","6.965092182159424","144337","C","Citigroup Inc. (C) Historical Data"
"1977-04-14 00:00:00-05:00","6.965091318767493","7.071918506488341","6.965091318767493","7.007822036743164","49398","C","Citigroup Inc. (C) Historical Data"
"1977-04-15 00:00:00-05:00","7.007822905431989","7.071919383122557","6.965092182159424","6.965092182159424","33012","C","Citigroup Inc. (C) Historical Data"
"1977-04-18 00:00:00-05:00","6.879632990402549","6.879632990402549","6.794171525606138","6.8155364990234375","37108","C","Citigroup Inc. (C) Historical Data"
"1977-04-19 00:00:00-05:00","6.794165977349626","6.794165977349626","6.751435279846191","6.751435279846191","57108","C","Citigroup Inc. (C) Historical Data"
"1977-04-20 00:00:00-05:00","6.794168092902113","6.8368988037109375","6.794168092902113","6.8368988037109375","28675","C","Citigroup Inc. (C) Historical Data"
"1977-04-21 00:00:00-05:00","6.8369022580043435","6.8369022580043435","6.794171525606138","6.8155364990234375","16627","C","Citigroup Inc. (C) Historical Data"
"1977-04-22 00:00:00-05:00","6.815535942839373","6.836901700076719","6.772805213928223","6.772805213928223","25060","C","Citigroup Inc. (C) Historical Data"
"1977-04-25 00:00:00-04:00","6.772804740534646","6.794170496278606","6.687344074249268","6.687344074249268","22651","C","Citigroup Inc. (C) Historical Data"
"1977-04-26 00:00:00-04:00","6.687339626372523","6.751435279846191","6.665973884839324","6.751435279846191","23855","C","Citigroup Inc. (C) Historical Data"
"1977-04-27 00:00:00-04:00","6.75144024225442","6.836901700076719","6.730075270580616","6.772805213928223","27711","C","Citigroup Inc. (C) Historical Data"
"1977-04-28 00:00:00-04:00","6.772805213928223","6.815535942839373","6.75144024225442","6.772805213928223","20000","C","Citigroup Inc. (C) Historical Data"
"1977-04-29 00:00:00-04:00","6.772805574936791","6.815536306125602","6.751440602124177","6.794171333312988","34217","C","Citigroup Inc. (C) Historical Data"
